customer_id,notification_type,title,message,channel,sent_time,delivery_status,read_status,priority,reference_id,read_at,retry_count,expires_at
406,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2026-06-21 11:07:17,Pending,Read,High,11463,2026-07-25 15:11:55,0,2026-09-09 11:07:17
46,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2025-11-26 12:43:17,Delivered,Read,Medium,14588,2026-01-17 19:25:17,0,2026-01-30 12:43:17
803,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,App Notification,2026-06-07 02:16:24,Delivered,Unread,Low,49207,,0,2026-07-20 02:16:24
351,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,App Notification,2026-01-30 13:32:38,Failed,Unread,Medium,33714,,2,2026-03-02 13:32:38
159,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2026-07-22 04:53:04,Delivered,Read,High,701,2026-08-05 06:52:50,0,2026-09-04 04:53:04
811,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2025-09-29 17:22:42,Delivered,Read,High,21624,2026-03-24 10:13:10,0,2025-10-06 17:22:42
217,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2025-08-24 01:23:40,Delivered,Read,Medium,4773,2025-10-08 00:34:07,0,2025-11-06 01:23:40
621,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-08-12 23:27:31,Delivered,Read,Medium,32491,2026-08-14 23:48:08,0,2026-11-04 23:27:31
286,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-07-02 04:04:18,Delivered,Read,Low,291,2026-07-29 17:52:30,0,2026-09-13 04:04:18
121,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-02-15 21:12:43,Delivered,Unread,Medium,,,0,2026-03-17 21:12:43
580,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2025-09-15 08:42:36,Delivered,Read,Medium,46103,2025-09-25 19:36:01,0,2025-11-01 08:42:36
191,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,App Notification,2025-08-21 14:01:55,Delivered,Unread,Low,48054,,0,2025-10-02 14:01:55
141,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-03-18 19:36:15,Delivered,Unread,High,,,0,2026-04-05 19:36:15
700,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2026-05-02 20:47:17,Delivered,Read,Low,26530,2026-07-15 12:05:37,0,2026-07-04 20:47:17
655,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,E-mail,2026-06-03 19:23:42,Pending,Read,Medium,4581,2026-07-27 15:25:24,1,2026-07-04 19:23:42
391,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,E-mail,2025-08-21 08:01:51,Delivered,Unread,Medium,2181,,0,2025-11-07 08:01:51
895,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-01-24 19:13:56,Delivered,Read,Low,,2026-02-02 13:03:39,0,2026-02-03 19:13:56
220,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,E-mail,2025-12-01 17:28:49,Delivered,Read,Medium,33678,2026-07-05 07:05:20,0,2026-01-20 17:28:49
620,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2026-06-08 10:07:08,Pending,Read,High,25900,2026-06-27 17:00:34,2,2026-06-08 10:17:08
364,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,App Notification,2026-02-20 02:34:13,Delivered,Read,Medium,37609,2026-07-29 10:58:25,0,2026-05-06 02:34:13
735,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,App Notification,2026-02-18 08:42:22,Delivered,Read,High,25573,2026-03-19 00:13:17,0,2026-05-08 08:42:22
690,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,E-mail,2026-05-06 03:22:10,Delivered,Read,Medium,7553,2026-08-03 18:05:37,0,2026-07-18 03:22:10
109,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,SMS,2026-02-10 15:32:19,Delivered,Read,High,25217,2026-06-21 14:31:29,0,2026-02-10 15:42:19
466,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-05-04 03:15:06,Delivered,Read,Low,,2026-07-26 22:11:01,0,2026-05-11 03:15:06
922,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2025-09-12 22:17:21,Delivered,Unread,Critical,6219,,0,2025-09-19 22:17:21
774,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2026-06-15 14:53:28,Delivered,Read,Medium,24054,2026-07-29 03:08:22,0,2026-08-30 14:53:28
494,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,SMS,2026-03-08 00:25:55,Delivered,Unread,Critical,7956,,0,2026-03-15 00:25:55
980,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2025-08-23 20:19:50,Delivered,Unread,Low,,,0,2025-09-02 20:19:50
72,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2026-02-05 02:42:38,Delivered,Unread,High,26193,,0,2026-02-12 02:42:38
383,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2025-12-12 02:32:19,Failed,Unread,High,,,3,2025-12-21 02:32:19
554,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2025-11-22 08:53:57,Delivered,Unread,Low,1642,,0,2026-01-09 08:53:57
336,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-04-15 22:09:53,Delivered,Read,Medium,,2026-07-08 03:15:00,0,2026-05-01 22:09:53
170,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-07-04 15:10:49,Delivered,Unread,Medium,407,,0,2026-09-16 15:10:49
615,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-06-17 12:56:48,Delivered,Read,Medium,975,2026-07-29 11:11:08,0,2026-08-31 12:56:48
280,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,SMS,2026-05-22 05:12:54,Delivered,Read,Low,2041,2026-05-29 05:48:39,0,2026-07-19 05:12:54
574,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-07-18 17:58:31,Delivered,Read,High,11208,2026-07-30 06:11:39,0,2026-07-18 18:08:31
302,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,App Notification,2026-08-13 10:53:29,Delivered,Unread,High,11337,,0,2026-09-29 10:53:29
486,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,E-mail,2026-07-02 07:56:38,Delivered,Read,Medium,20657,2026-08-01 16:03:51,0,2026-09-06 07:56:38
356,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,SMS,2026-01-24 16:59:57,Failed,Unread,Medium,1378,,1,2026-03-17 16:59:57
544,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2025-09-08 12:32:08,Failed,Unread,Medium,,,2,2025-10-08 12:32:08
985,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-06-11 04:02:24,Delivered,Read,Medium,30518,2026-06-16 03:12:40,0,2026-06-11 04:12:24
232,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-07-08 09:14:31,Delivered,Read,Medium,371,2026-07-24 00:59:57,0,2026-08-11 09:14:31
518,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-03-25 03:12:36,Delivered,Unread,Medium,,,0,2026-04-05 03:12:36
482,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-06-24 05:17:53,Delivered,Read,Medium,8728,2026-08-10 07:04:41,0,2026-08-26 05:17:53
133,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,App Notification,2025-10-16 18:37:02,Pending,Read,Medium,47764,2026-03-02 14:29:05,0,2025-11-16 18:37:02
862,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2026-03-02 12:10:35,Failed,Unread,Medium,23908,,1,2026-05-07 12:10:35
885,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,WhatsApp,2025-09-24 20:20:05,Delivered,Read,High,16145,2025-12-20 12:57:12,0,2025-10-01 20:20:05
874,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-01-26 08:24:02,Delivered,Read,Low,210,2026-03-07 09:17:18,0,2026-04-01 08:24:02
402,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-04-18 16:21:35,Delivered,Read,Low,,2026-07-02 05:21:55,0,2026-05-05 16:21:35
368,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,WhatsApp,2026-06-16 09:44:34,Delivered,Unread,Low,6644,,0,2026-08-14 09:44:34
391,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,E-mail,2025-12-12 05:34:17,Delivered,Read,Low,326,2026-04-04 23:14:05,0,2026-02-22 05:34:17
98,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-01-11 10:39:20,Delivered,Read,Medium,,2026-05-29 00:44:32,0,2026-01-27 10:39:20
878,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2025-09-25 20:12:24,Pending,Read,High,18184,2025-12-06 02:42:53,2,2025-11-18 20:12:24
213,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,WhatsApp,2025-11-05 04:59:54,Delivered,Unread,Medium,28590,,0,2026-01-04 04:59:54
625,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,WhatsApp,2025-12-19 18:45:23,Delivered,Read,Medium,3661,2026-05-29 01:07:21,0,2026-01-24 18:45:23
363,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2025-08-26 19:59:11,Delivered,Read,Medium,26968,2025-11-26 12:01:56,0,2025-11-12 19:59:11
62,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2025-09-26 11:03:13,Pending,Read,Low,,2025-12-15 22:51:56,2,2025-10-26 11:03:13
997,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,SMS,2025-10-28 20:17:16,Delivered,Unread,Medium,15145,,0,2026-01-01 20:17:16
932,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2026-06-30 03:25:20,Delivered,Read,High,47434,2026-07-27 10:14:12,0,2026-09-23 03:25:20
880,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-08-05 16:10:35,Delivered,Read,Medium,1871,2026-08-17 22:46:16,0,2026-09-04 16:10:35
852,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,App Notification,2026-03-21 11:24:06,Delivered,Read,Medium,3574,2026-06-25 12:30:20,0,2026-05-22 11:24:06
195,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,WhatsApp,2026-05-03 00:31:37,Delivered,Read,High,23879,2026-06-17 06:16:14,0,2026-05-10 00:31:37
813,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2026-02-01 12:28:03,Delivered,Unread,Medium,,,0,2026-02-20 12:28:03
991,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2025-08-21 22:03:07,Delivered,Unread,Critical,24610,,0,2025-08-28 22:03:07
181,Loan Update,Loan Application Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-05-22 12:37:53,Delivered,Unread,Low,4770,,0,2026-08-10 12:37:53
226,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-01-14 23:52:17,Delivered,Read,Medium,49386,2026-03-29 01:22:33,0,2026-02-16 23:52:17
87,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,SMS,2025-09-12 18:25:17,Delivered,Read,High,2909,2025-11-06 04:28:48,0,2025-09-19 18:25:17
359,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2026-03-22 07:26:04,Delivered,Unread,Medium,39545,,0,2026-04-21 07:26:04
992,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2026-06-09 00:13:22,Delivered,Read,Medium,34194,2026-07-20 02:56:11,0,2026-07-26 00:13:22
385,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,App Notification,2026-03-17 09:39:09,Failed,Unread,Medium,4078,,2,2026-05-10 09:39:09
875,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,E-mail,2026-07-08 17:56:48,Pending,Read,High,49466,2026-08-13 17:36:47,0,2026-09-21 17:56:48
184,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,WhatsApp,2025-09-23 08:37:43,Delivered,Read,High,39410,2026-05-20 04:38:13,0,2025-10-25 08:37:43
408,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,WhatsApp,2026-01-21 17:50:57,Delivered,Unread,High,1250,,0,2026-03-28 17:50:57
90,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2025-10-26 21:49:34,Delivered,Unread,Low,40732,,0,2025-10-26 21:59:34
312,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2026-02-07 20:23:07,Delivered,Read,Medium,15362,2026-06-21 02:30:33,0,2026-04-28 20:23:07
569,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-07-07 21:14:08,Pending,Read,Low,,2026-08-13 23:54:26,2,2026-07-19 21:14:08
200,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,E-mail,2026-04-13 10:47:21,Delivered,Read,Low,3276,2026-06-23 20:13:25,0,2026-06-10 10:47:21
295,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-05-05 07:44:11,Delivered,Read,Medium,16582,2026-06-30 18:38:19,0,2026-07-15 07:44:11
745,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2025-11-06 18:19:24,Delivered,Read,Medium,37081,2026-08-10 05:52:53,0,2026-02-01 18:19:24
610,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,App Notification,2026-05-15 09:10:30,Delivered,Read,Medium,48017,2026-07-08 18:26:27,0,2026-05-15 09:20:30
5,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-07-09 05:26:49,Delivered,Unread,High,,,0,2026-08-03 05:26:49
115,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2026-05-20 20:44:58,Pending,Read,High,26911,2026-08-04 05:00:02,2,2026-07-30 20:44:58
271,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2026-02-14 00:22:32,Failed,Unread,High,35139,,3,2026-05-09 00:22:32
272,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,WhatsApp,2026-01-05 15:13:03,Delivered,Read,Low,2326,2026-02-07 15:22:27,0,2026-03-29 15:13:03
342,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-06-20 23:51:47,Failed,Unread,Low,356,,3,2026-09-07 23:51:47
531,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-07-29 22:40:27,Delivered,Read,Medium,2907,2026-08-04 22:52:18,0,2026-09-13 22:40:27
503,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2025-11-04 03:17:52,Delivered,Read,High,49587,2025-12-25 18:55:44,0,2025-12-05 03:17:52
969,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2025-12-22 18:48:07,Pending,Read,Medium,35045,2026-05-29 14:12:19,2,2026-02-04 18:48:07
910,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,SMS,2025-12-14 06:00:16,Delivered,Read,Low,47515,2026-01-16 06:50:58,0,2025-12-14 06:10:16
473,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,WhatsApp,2026-03-07 14:33:55,Pending,Read,Medium,3485,2026-07-05 20:38:15,0,2026-05-13 14:33:55
256,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,E-mail,2026-07-18 19:26:26,Pending,Read,Medium,4300,2026-07-31 22:09:33,1,2026-08-25 19:26:26
321,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-03-21 13:07:40,Delivered,Read,Medium,,2026-04-18 20:58:29,0,2026-03-31 13:07:40
654,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,SMS,2026-07-14 13:32:27,Delivered,Read,Low,1986,2026-07-29 00:26:28,0,2026-09-18 13:32:27
871,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,WhatsApp,2026-03-20 04:03:32,Pending,Read,High,39467,2026-06-09 01:58:25,2,2026-04-28 04:03:32
518,Loan Update,Loan Status Update,There is an update regarding your loan application or repayment schedule.,E-mail,2025-12-27 19:07:17,Delivered,Unread,High,387,,0,2026-02-08 19:07:17
67,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-02-20 23:37:18,Delivered,Read,Medium,,2026-05-01 14:13:25,0,2026-03-08 23:37:18
778,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-07-29 06:34:05,Delivered,Unread,Low,,,0,2026-08-20 06:34:05
427,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-04-04 21:32:25,Delivered,Read,Medium,,2026-05-29 10:51:42,0,2026-04-16 21:32:25
74,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2026-02-21 15:10:53,Delivered,Read,High,21473,2026-08-17 09:28:39,0,2026-05-17 15:10:53
865,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,E-mail,2025-11-20 12:18:51,Delivered,Unread,Medium,12136,,0,2026-02-01 12:18:51
251,Loan Update,Loan Status Update,There is an update regarding your loan application or repayment schedule.,App Notification,2025-08-24 01:46:55,Delivered,Read,Medium,3161,2025-12-29 09:27:27,0,2025-10-20 01:46:55
88,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-07-04 16:47:47,Delivered,Unread,High,6850,,0,2026-08-16 16:47:47
975,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2025-10-14 17:07:19,Delivered,Unread,Medium,37651,,0,2025-12-03 17:07:19
950,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-07-23 14:53:25,Delivered,Unread,Low,,,0,2026-08-15 14:53:25
276,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,E-mail,2026-08-02 22:48:01,Delivered,Read,Medium,9448,2026-08-03 19:07:02,0,2026-09-23 22:48:01
800,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-05-28 20:15:05,Delivered,Unread,Medium,,,0,2026-06-11 20:15:05
778,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2025-09-28 20:56:17,Delivered,Read,Medium,,2025-12-18 06:42:49,0,2025-10-16 20:56:17
929,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,SMS,2026-02-18 01:10:54,Delivered,Read,High,216,2026-06-09 22:53:29,0,2026-02-25 01:10:54
26,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-04-16 05:17:05,Delivered,Read,Low,712,2026-05-20 00:57:30,0,2026-07-05 05:17:05
359,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2025-10-22 04:44:37,Delivered,Read,Low,1879,2025-10-25 22:43:55,0,2026-01-12 04:44:37
310,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,SMS,2025-12-07 23:37:45,Delivered,Read,Low,42078,2026-02-15 19:23:15,0,2025-12-07 23:47:45
387,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-08-13 17:48:26,Delivered,Read,Medium,49825,2026-08-18 09:41:55,0,2026-10-19 17:48:26
803,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2026-06-01 06:42:57,Delivered,Read,Critical,16870,2026-06-17 12:27:03,0,2026-06-08 06:42:57
625,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,WhatsApp,2025-11-15 04:05:24,Delivered,Read,Medium,41347,2025-12-24 02:05:24,0,2026-02-09 04:05:24
547,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-07-07 02:36:15,Delivered,Read,Medium,25967,2026-07-18 20:24:20,0,2026-07-07 02:46:15
409,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,WhatsApp,2025-09-04 08:19:58,Failed,Unread,Low,26226,,1,2025-10-20 08:19:58
735,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,App Notification,2026-03-22 16:14:08,Delivered,Read,Medium,37904,2026-05-23 00:12:17,0,2026-03-22 16:24:08
67,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2026-08-04 18:24:32,Delivered,Read,Medium,,2026-08-13 09:03:47,0,2026-08-12 18:24:32
242,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,App Notification,2026-02-06 03:46:17,Delivered,Read,Medium,18464,2026-06-13 15:15:56,0,2026-02-06 03:56:17
127,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-07-20 19:39:48,Delivered,Read,Low,22383,2026-08-01 04:17:44,0,2026-07-20 19:49:48
904,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2026-06-15 11:47:10,Delivered,Read,Medium,45879,2026-08-02 11:24:23,0,2026-07-16 11:47:10
829,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-08-07 13:38:12,Delivered,Read,Medium,1262,2026-08-16 09:37:13,0,2026-10-04 13:38:12
119,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,WhatsApp,2026-03-13 00:54:38,Delivered,Read,Medium,3873,2026-05-01 10:26:01,0,2026-04-30 00:54:38
97,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,SMS,2026-02-16 22:06:05,Delivered,Unread,Medium,32055,,0,2026-04-15 22:06:05
121,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,E-mail,2026-06-24 03:49:00,Delivered,Unread,Medium,48821,,0,2026-09-08 03:49:00
925,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,SMS,2025-09-14 22:55:55,Delivered,Read,High,2936,2025-09-19 15:17:42,0,2025-12-07 22:55:55
708,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-04-20 04:02:11,Delivered,Unread,Medium,4450,,0,2026-06-13 04:02:11
679,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,WhatsApp,2026-04-25 13:24:00,Failed,Unread,Medium,29630,,1,2026-05-02 13:24:00
253,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-07-10 18:20:57,Failed,Unread,Medium,3987,,1,2026-07-10 18:30:57
547,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2026-06-22 14:29:45,Failed,Unread,Critical,6392,,1,2026-06-29 14:29:45
792,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,SMS,2026-02-10 14:02:35,Delivered,Read,Medium,1626,2026-05-25 06:21:50,0,2026-04-11 14:02:35
892,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,SMS,2026-07-01 18:23:44,Delivered,Unread,Medium,44949,,0,2026-09-06 18:23:44
543,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,E-mail,2026-03-05 16:09:14,Delivered,Read,Low,25488,2026-06-18 00:17:47,0,2026-05-31 16:09:14
943,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-02-04 20:03:09,Pending,Unread,Medium,,,0,2026-02-13 20:03:09
308,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-05-25 16:23:38,Delivered,Unread,Low,,,0,2026-06-10 16:23:38
982,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-04-24 20:35:53,Delivered,Read,Medium,12360,2026-04-27 01:00:38,0,2026-04-24 20:45:53
973,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2026-01-07 02:26:13,Delivered,Unread,Low,40771,,0,2026-03-22 02:26:13
912,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2026-03-22 12:53:51,Delivered,Unread,High,49755,,0,2026-06-07 12:53:51
713,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2025-12-30 12:01:55,Delivered,Read,Low,76,2026-07-11 05:01:39,0,2026-02-06 12:01:55
967,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2026-02-09 00:08:27,Delivered,Read,High,23240,2026-04-23 20:07:55,0,2026-04-02 00:08:27
56,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-06-13 21:14:29,Delivered,Unread,High,1433,,0,2026-07-21 21:14:29
723,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,SMS,2026-05-18 01:24:35,Pending,Read,Medium,27259,2026-05-20 00:14:14,1,2026-08-07 01:24:35
807,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2025-09-07 22:09:44,Delivered,Read,Low,34739,2026-03-30 05:32:22,0,2025-09-07 22:19:44
790,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-01-21 15:45:33,Pending,Read,High,13303,2026-06-25 07:09:26,2,2026-01-21 15:55:33
692,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,SMS,2025-12-28 17:33:55,Delivered,Read,Low,688,2026-03-09 02:55:33,0,2026-03-28 17:33:55
728,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-04-12 22:08:42,Delivered,Read,Medium,42847,2026-07-20 13:18:25,0,2026-04-12 22:18:42
874,Loan Update,Loan Application Update,There is an update regarding your loan application or repayment schedule.,WhatsApp,2026-06-24 20:01:09,Delivered,Read,Medium,4542,2026-08-05 04:07:24,0,2026-09-13 20:01:09
834,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,WhatsApp,2025-11-20 05:53:40,Delivered,Read,Low,17929,2026-08-10 06:17:00,0,2026-02-01 05:53:40
817,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2025-12-16 03:51:05,Delivered,Read,Medium,25240,2026-03-13 21:23:10,0,2025-12-16 04:01:05
